Organism	file_desc	TSS_lib_type	TSS_lib_windows_count	TSS_lib_peaks_count	TTS_lib_windows_count	TTS_lib_peaks_count	peaks_connections_count
Acinetobacter_baumannii	OD_0.2_rep_1	pair	0	17232	0	2544	521
